# x	y	u	v	flags	mask
1.6700e+00	9.8500e+00	2.3358e+00	-1.7433e-01	1.0000e+00	0.0000e+00
1.8800e+00	9.8500e+00	2.6055e+00	1.0438e-01	0.0000e+00	0.0000e+00
2.0900e+00	9.8500e+00	1.9554e+00	-4.3307e-01	1.0000e+00	0.0000e+00
2.3000e+00	9.8500e+00	1.8078e+00	-6.0893e-01	1.0000e+00	0.0000e+00
2.5100e+00	9.8500e+00	1.6050e+00	-7.8339e-01	1.0000e+00	0.0000e+00
2.7200e+00	9.8500e+00	1.6367e+00	-7.4378e-01	1.0000e+00	0.0000e+00
2.9300e+00	9.8500e+00	1.5492e+00	-1.3956e+00	0.0000e+00	0.0000e+00
3.1400e+00	9.8500e+00	2.6467e+00	4.1589e-01	0.0000e+00	0.0000e+00
3.3500e+00	9.8500e+00	2.7317e+00	4.0254e-01	0.0000e+00	0.0000e+00
3.5600e+00	9.8500e+00	2.8354e+00	3.8655e-01	0.0000e+00	0.0000e+00
3.7700e+00	9.8500e+00	2.5533e+00	1.5695e-01	1.0000e+00	0.0000e+00
3.9800e+00	9.8500e+00	2.8792e+00	4.5379e-01	0.0000e+00	0.0000e+00
4.1900e+00	9.8500e+00	2.8479e+00	4.8625e-01	0.0000e+00	0.0000e+00
4.4000e+00	9.8500e+00	2.9072e+00	5.0445e-01	0.0000e+00	0.0000e+00
4.6100e+00	9.8500e+00	2.9323e+00	4.9755e-01	0.0000e+00	0.0000e+00
4.8200e+00	9.8500e+00	2.9693e+00	4.8646e-01	0.0000e+00	0.0000e+00
5.0300e+00	9.8500e+00	2.9689e+00	4.9638e-01	0.0000e+00	0.0000e+00
5.2400e+00	9.8500e+00	3.0265e+00	4.4601e-01	0.0000e+00	0.0000e+00
5.4500e+00	9.8500e+00	3.0191e+00	4.9148e-01	1.0000e+00	0.0000e+00
5.6600e+00	9.8500e+00	3.0319e+00	4.8805e-01	1.0000e+00	0.0000e+00
5.8700e+00	9.8500e+00	3.0456e+00	4.9924e-01	0.0000e+00	0.0000e+00
6.0800e+00	9.8500e+00	3.0232e+00	4.8630e-01	1.0000e+00	0.0000e+00
6.2900e+00	9.8500e+00	3.1450e+00	4.2134e-01	0.0000e+00	0.0000e+00
6.5000e+00	9.8500e+00	3.1495e+00	4.4685e-01	0.0000e+00	0.0000e+00
6.7100e+00	9.8500e+00	3.1872e+00	4.6252e-01	0.0000e+00	0.0000e+00
6.9200e+00	9.8500e+00	3.1316e+00	4.2397e-01	0.0000e+00	0.0000e+00
7.1300e+00	9.8500e+00	3.1612e+00	4.8018e-01	0.0000e+00	0.0000e+00
7.3400e+00	9.8500e+00	3.3048e+00	4.5085e-01	0.0000e+00	0.0000e+00
7.5500e+00	9.8500e+00	3.2192e+00	4.1668e-01	0.0000e+00	0.0000e+00
7.7600e+00	9.8500e+00	3.2274e+00	6.3438e-01	1.0000e+00	0.0000e+00
7.9700e+00	9.8500e+00	3.3618e+00	4.3529e-01	0.0000e+00	0.0000e+00
8.1800e+00	9.8500e+00	3.3828e+00	4.4975e-01	0.0000e+00	0.0000e+00
8.3900e+00	9.8500e+00	3.3177e+00	4.0241e-01	0.0000e+00	0.0000e+00
8.6000e+00	9.8500e+00	3.3422e+00	4.2499e-01	0.0000e+00	0.0000e+00
8.8100e+00	9.8500e+00	3.3795e+00	4.3658e-01	0.0000e+00	0.0000e+00
9.0200e+00	9.8500e+00	2.7286e+00	2.8395e-01	1.0000e+00	0.0000e+00
9.2300e+00	9.8500e+00	3.4374e+00	4.1913e-01	0.0000e+00	0.0000e+00
9.4400e+00	9.8500e+00	3.4119e+00	4.2747e-01	0.0000e+00	0.0000e+00
9.6500e+00	9.8500e+00	3.4830e+00	3.2530e-01	0.0000e+00	0.0000e+00
9.8600e+00	9.8500e+00	3.4246e+00	3.1470e-01	0.0000e+00	0.0000e+00
1.0070e+01	9.8500e+00	3.5020e+00	3.1658e-01	0.0000e+00	0.0000e+00
1.0280e+01	9.8500e+00	1.8097e+00	3.0230e-02	1.0000e+00	0.0000e+00
1.0490e+01	9.8500e+00	1.9512e+00	3.6198e-02	1.0000e+00	0.0000e+00
1.0700e+01	9.8500e+00	7.6102e-03	-3.1452e-02	0.0000e+00	0.0000e+00
1.0910e+01	9.8500e+00	1.0429e-02	1.2773e-02	0.0000e+00	0.0000e+00
1.1120e+01	9.8500e+00	-3.4331e+00	-2.0626e-02	0.0000e+00	0.0000e+00
1.1330e+01	9.8500e+00	3.7990e+00	5.8745e-02	0.0000e+00	0.0000e+00
1.1540e+01	9.8500e+00	3.5844e+00	-1.9367e-03	0.0000e+00	0.0000e+00
1.1750e+01	9.8500e+00	3.5469e+00	3.5975e-02	0.0000e+00	0.0000e+00
1.1960e+01	9.8500e+00	3.5812e+00	1.7360e-02	0.0000e+00	0.0000e+00
1.2170e+01	9.8500e+00	3.6643e+00	3.1387e-02	0.0000e+00	0.0000e+00
1.2380e+01	9.8500e+00	3.8570e+00	3.3945e-02	0.0000e+00	0.0000e+00
1.2590e+01	9.8500e+00	3.8821e+00	-1.7028e-01	0.0000e+00	0.0000e+00
1.2800e+01	9.8500e+00	3.7421e+00	-4.5689e-01	0.0000e+00	0.0000e+00
1.3010e+01	9.8500e+00	3.6355e+00	-5.1159e-01	0.0000e+00	0.0000e+00
1.3220e+01	9.8500e+00	3.5210e+00	-4.8053e-01	0.0000e+00	0.0000e+00
1.3430e+01	9.8500e+00	3.4620e+00	-4.4383e-01	0.0000e+00	0.0000e+00
1.3640e+01	9.8500e+00	3.4082e+00	-4.3494e-01	0.0000e+00	0.0000e+00
1.3850e+01	9.8500e+00	3.3949e+00	-4.8441e-01	0.0000e+00	0.0000e+00
1.4060e+01	9.8500e+00	3.4429e+00	-4.9768e-01	0.0000e+00	0.0000e+00
1.4270e+01	9.8500e+00	3.4028e+00	-5.2182e-01	0.0000e+00	0.0000e+00
1.4480e+01	9.8500e+00	3.2300e+00	-5.5326e-01	1.0000e+00	0.0000e+00
1.4690e+01	9.8500e+00	3.2058e+00	-5.9973e-01	1.0000e+00	0.0000e+00
1.4900e+01	9.8500e+00	3.1749e+00	-5.7239e-01	0.0000e+00	0.0000e+00
1.5110e+01	9.8500e+00	3.1125e+00	-5.6608e-01	0.0000e+00	0.0000e+00
1.5320e+01	9.8500e+00	3.0604e+00	-5.7873e-01	0.0000e+00	0.0000e+00
1.5530e+01	9.8500e+00	3.0063e+00	-5.5355e-01	0.0000e+00	0.0000e+00
1.5740e+01	9.8500e+00	2.9115e+00	-5.0991e-01	0.0000e+00	0.0000e+00
1.5950e+01	9.8500e+00	2.8095e+00	-4.6668e-01	0.0000e+00	0.0000e+00
2.0000e-01	9.6400e+00	2.6649e+00	8.2125e-03	0.0000e+00	0.0000e+00
4.1000e-01	9.6400e+00	2.6919e+00	1.7877e-02	0.0000e+00	0.0000e+00
6.2000e-01	9.6400e+00	2.6954e+00	2.5696e-02	1.0000e+00	0.0000e+00
8.3000e-01	9.6400e+00	2.6862e+00	3.1461e-02	1.0000e+00	0.0000e+00
1.0400e+00	9.6400e+00	2.6487e+00	3.4794e-02	0.0000e+00	0.0000e+00
1.2500e+00	9.6400e+00	2.6374e+00	2.8082e-02	0.0000e+00	0.0000e+00
1.4600e+00	9.6400e+00	2.6080e+00	7.0876e-02	0.0000e+00	0.0000e+00
1.6700e+00	9.6400e+00	2.6302e+00	7.7805e-02	0.0000e+00	0.0000e+00
1.8800e+00	9.6400e+00	2.5516e+00	8.5734e-02	0.0000e+00	0.0000e+00
2.0900e+00	9.6400e+00	2.1114e+00	-3.1030e-01	1.0000e+00	0.0000e+00
2.3000e+00	9.6400e+00	1.9430e+00	-3.9287e-01	1.0000e+00	0.0000e+00
2.5100e+00	9.6400e+00	1.8147e+00	-4.3572e-01	1.0000e+00	0.0000e+00
2.7200e+00	9.6400e+00	1.8345e+00	-3.9358e-01	1.0000e+00	0.0000e+00
2.9300e+00	9.6400e+00	1.5095e+00	-1.1513e+00	0.0000e+00	0.0000e+00
3.1400e+00	9.6400e+00	-1.2875e-01	-8.6009e+00	0.0000e+00	0.0000e+00
3.3500e+00	9.6400e+00	2.7456e+00	5.0031e-01	0.0000e+00	0.0000e+00
3.5600e+00	9.6400e+00	2.7252e+00	5.6933e-01	0.0000e+00	0.0000e+00
3.7700e+00	9.6400e+00	2.8156e+00	4.8409e-01	0.0000e+00	0.0000e+00
3.9800e+00	9.6400e+00	2.8680e+00	5.2154e-01	0.0000e+00	0.0000e+00
4.1900e+00	9.6400e+00	2.9014e+00	5.2128e-01	0.0000e+00	0.0000e+00
4.4000e+00	9.6400e+00	2.9072e+00	4.9666e-01	0.0000e+00	0.0000e+00
4.6100e+00	9.6400e+00	2.9422e+00	4.8753e-01	0.0000e+00	0.0000e+00
4.8200e+00	9.6400e+00	2.9734e+00	4.9952e-01	0.0000e+00	0.0000e+00
5.0300e+00	9.6400e+00	2.9751e+00	5.0346e-01	0.0000e+00	0.0000e+00
5.2400e+00	9.6400e+00	3.0187e+00	5.0273e-01	0.0000e+00	0.0000e+00
5.4500e+00	9.6400e+00	3.0229e+00	4.8464e-01	0.0000e+00	0.0000e+00
5.6600e+00	9.6400e+00	3.0451e+00	5.5726e-01	0.0000e+00	0.0000e+00
5.8700e+00	9.6400e+00	3.0543e+00	4.6831e-01	0.0000e+00	0.0000e+00
6.0800e+00	9.6400e+00	2.9957e+00	5.2529e-01	0.0000e+00	0.0000e+00
6.2900e+00	9.6400e+00	2.8493e+00	4.5878e-01	1.0000e+00	0.0000e+00
6.5000e+00	9.6400e+00	3.1187e+00	4.5445e-01	0.0000e+00	0.0000e+00
6.7100e+00	9.6400e+00	3.1225e+00	4.7591e-01	0.0000e+00	0.0000e+00
6.9200e+00	9.6400e+00	3.1454e+00	4.2363e-01	0.0000e+00	0.0000e+00
7.1300e+00	9.6400e+00	2.8746e+00	3.9639e-01	1.0000e+00	0.0000e+00
7.3400e+00	9.6400e+00	3.2363e+00	3.9721e-01	0.0000e+00	0.0000e+00
7.5500e+00	9.6400e+00	3.0309e+00	5.7647e-01	1.0000e+00	0.0000e+00
7.7600e+00	9.6400e+00	3.3071e+00	4.8567e-01	0.0000e+00	0.0000e+00
7.9700e+00	9.6400e+00	2.9587e+00	5.8152e-01	1.0000e+00	0.0000e+00
8.1800e+00	9.6400e+00	3.3379e+00	4.4607e-01	0.0000e+00	0.0000e+00
8.3900e+00	9.6400e+00	3.2105e+00	3.7982e-01	0.0000e+00	0.0000e+00
8.6000e+00	9.6400e+00	3.3464e+00	4.0318e-01	0.0000e+00	0.0000e+00
8.8100e+00	9.6400e+00	3.2755e+00	4.2691e-01	0.0000e+00	0.0000e+00
9.0200e+00	9.6400e+00	3.3478e+00	4.9992e-01	0.0000e+00	0.0000e+00
9.2300e+00	9.6400e+00	2.2111e+00	1.3526e-01	1.0000e+00	0.0000e+00
9.4400e+00	9.6400e+00	2.0780e+00	1.0158e-01	1.0000e+00	0.0000e+00
9.6500e+00	9.6400e+00	-4.0158e+00	-1.0387e+00	0.0000e+00	0.0000e+00
9.8600e+00	9.6400e+00	1.7998e+00	2.3318e-02	1.0000e+00	0.0000e+00
1.0070e+01	9.6400e+00	1.5027e-02	-9.5694e-04	0.0000e+00	0.0000e+00
1.0280e+01	9.6400e+00	1.3911e+00	-2.7220e-02	1.0000e+00	0.0000e+00
1.0490e+01	9.6400e+00	1.5225e+00	1.2044e-02	1.0000e+00	0.0000e+00
1.0700e+01	9.6400e+00	1.6638e-02	-6.8824e-02	0.0000e+00	0.0000e+00
1.0910e+01	9.6400e+00	-3.0108e-02	-4.9662e-02	0.0000e+00	0.0000e+00
1.1120e+01	9.6400e+00	3.7876e+00	6.9116e-02	0.0000e+00	0.0000e+00
1.1330e+01	9.6400e+00	3.6643e+00	-4.3669e-03	0.0000e+00	0.0000e+00
1.1540e+01	9.6400e+00	2.3465e+00	1.7682e-01	1.0000e+00	0.0000e+00
1.1750e+01	9.6400e+00	3.5328e+00	-2.8837e-03	0.0000e+00	0.0000e+00
1.1960e+01	9.6400e+00	3.4489e+00	1.1601e-01	0.0000e+00	0.0000e+00
1.2170e+01	9.6400e+00	2.6123e+00	1.7085e-01	1.0000e+00	0.0000e+00
1.2380e+01	9.6400e+00	4.0249e+00	-6.8395e-02	0.0000e+00	0.0000e+00
1.2590e+01	9.6400e+00	3.9345e+00	-2.8662e-01	0.0000e+00	0.0000e+00
1.2800e+01	9.6400e+00	3.8836e+00	-4.9932e-01	0.0000e+00	0.0000e+00
1.3010e+01	9.6400e+00	3.6769e+00	-6.0299e-01	0.0000e+00	0.0000e+00
1.3220e+01	9.6400e+00	3.5375e+00	-5.2397e-01	0.0000e+00	0.0000e+00
1.3430e+01	9.6400e+00	3.4398e+00	-4.5097e-01	0.0000e+00	0.0000e+00
1.3640e+01	9.6400e+00	3.4223e+00	-4.3602e-01	0.0000e+00	0.0000e+00
1.3850e+01	9.6400e+00	3.3731e+00	-4.7247e-01	0.0000e+00	0.0000e+00
1.4060e+01	9.6400e+00	3.4117e+00	-5.3109e-01	0.0000e+00	0.0000e+00
1.4270e+01	9.6400e+00	3.3932e+00	-5.3128e-01	0.0000e+00	0.0000e+00
1.4480e+01	9.6400e+00	3.3821e+00	-5.8371e-01	0.0000e+00	0.0000e+00
1.4690e+01	9.6400e+00	3.1546e+00	-6.2186e-01	1.0000e+00	0.0000e+00
1.4900e+01	9.6400e+00	3.2005e+00	-6.3902e-01	0.0000e+00	0.0000e+00
1.5110e+01	9.6400e+00	3.1451e+00	-6.5628e-01	0.0000e+00	0.0000e+00
1.5320e+01	9.6400e+00	3.0738e+00	-6.7385e-01	0.0000e+00	0.0000e+00
1.5530e+01	9.6400e+00	2.9425e+00	-7.2572e-01	1.0000e+00	0.0000e+00
1.5740e+01	9.6400e+00	2.8821e+00	-6.3611e-01	0.0000e+00	0.0000e+00
1.5950e+01	9.6400e+00	2.8298e+00	-5.4494e-01	0.0000e+00	0.0000e+00
2.0000e-01	9.4300e+00	2.7016e+00	-5.7678e-02	0.0000e+00	0.0000e+00
4.1000e-01	9.4300e+00	2.7214e+00	9.5992e-04	0.0000e+00	0.0000e+00
6.2000e-01	9.4300e+00	2.6714e+00	7.1871e-02	0.0000e+00	0.0000e+00
8.3000e-01	9.4300e+00	2.6347e+00	1.7755e-02	0.0000e+00	0.0000e+00
1.0400e+00	9.4300e+00	2.6132e+00	1.2686e-02	0.0000e+00	0.0000e+00
1.2500e+00	9.4300e+00	2.6175e+00	4.0315e-02	1.0000e+00	0.0000e+00
1.4600e+00	9.4300e+00	2.5702e+00	6.4733e-02	0.0000e+00	0.0000e+00
1.6700e+00	9.4300e+00	2.5758e+00	1.1193e-01	0.0000e+00	0.0000e+00
1.8800e+00	9.4300e+00	2.2381e+00	-2.8878e-01	1.0000e+00	0.0000e+00
2.0900e+00	9.4300e+00	2.0845e+00	-4.1119e-01	1.0000e+00	0.0000e+00
2.3000e+00	9.4300e+00	1.8836e+00	-6.1281e-01	1.0000e+00	0.0000e+00
2.5100e+00	9.4300e+00	1.6944e+00	-7.6345e-01	1.0000e+00	0.0000e+00
2.7200e+00	9.4300e+00	1.7007e+00	-7.1966e-01	1.0000e+00	0.0000e+00
2.9300e+00	9.4300e+00	1.4939e+00	-3.9574e+00	0.0000e+00	0.0000e+00
3.1400e+00	9.4300e+00	2.6635e+00	4.4817e-01	0.0000e+00	0.0000e+00
3.3500e+00	9.4300e+00	2.7023e+00	4.6119e-01	0.0000e+00	0.0000e+00
3.5600e+00	9.4300e+00	2.2546e+00	-7.2157e-02	1.0000e+00	0.0000e+00
3.7700e+00	9.4300e+00	2.7515e+00	4.8097e-01	0.0000e+00	0.0000e+00
3.9800e+00	9.4300e+00	2.7651e+00	4.3870e-01	0.0000e+00	0.0000e+00
4.1900e+00	9.4300e+00	2.8626e+00	4.9266e-01	0.0000e+00	0.0000e+00
4.4000e+00	9.4300e+00	2.7560e+00	2.5666e-01	1.0000e+00	0.0000e+00
4.6100e+00	9.4300e+00	2.9509e+00	5.4560e-01	0.0000e+00	0.0000e+00
4.8200e+00	9.4300e+00	2.9807e+00	5.5379e-01	0.0000e+00	0.0000e+00
5.0300e+00	9.4300e+00	2.9713e+00	5.4069e-01	0.0000e+00	0.0000e+00
5.2400e+00	9.4300e+00	3.0088e+00	5.4154e-01	0.0000e+00	0.0000e+00
5.4500e+00	9.4300e+00	3.0085e+00	5.1889e-01	0.0000e+00	0.0000e+00
5.6600e+00	9.4300e+00	3.0159e+00	5.6012e-01	0.0000e+00	0.0000e+00
5.8700e+00	9.4300e+00	3.0449e+00	4.7428e-01	0.0000e+00	0.0000e+00
6.0800e+00	9.4300e+00	3.0436e+00	5.3734e-01	0.0000e+00	0.0000e+00
6.2900e+00	9.4300e+00	3.0445e+00	5.0529e-01	0.0000e+00	0.0000e+00
6.5000e+00	9.4300e+00	3.1134e+00	4.8001e-01	0.0000e+00	0.0000e+00
6.7100e+00	9.4300e+00	3.0973e+00	4.6808e-01	0.0000e+00	0.0000e+00
6.9200e+00	9.4300e+00	3.1505e+00	4.5208e-01	0.0000e+00	0.0000e+00
7.1300e+00	9.4300e+00	3.1791e+00	4.8002e-01	0.0000e+00	0.0000e+00
7.3400e+00	9.4300e+00	3.1700e+00	4.5297e-01	0.0000e+00	0.0000e+00
7.5500e+00	9.4300e+00	3.3491e+00	5.7805e-01	0.0000e+00	0.0000e+00
7.7600e+00	9.4300e+00	3.3514e+00	4.9927e-01	0.0000e+00	0.0000e+00
7.9700e+00	9.4300e+00	2.4819e+00	5.8544e-01	1.0000e+00	0.0000e+00
8.1800e+00	9.4300e+00	5.9705e+00	8.5851e+00	0.0000e+00	0.0000e+00
8.3900e+00	9.4300e+00	2.2182e+00	5.0123e-01	1.0000e+00	0.0000e+00
8.6000e+00	9.4300e+00	2.0219e+00	4.1422e-01	1.0000e+00	0.0000e+00
8.8100e+00	9.4300e+00	1.9433e+00	3.3109e-01	1.0000e+00	0.0000e+00
9.0200e+00	9.4300e+00	1.5971e+00	4.3252e-02	1.0000e+00	0.0000e+00
9.2300e+00	9.4300e+00	1.5023e+00	-1.5890e-02	1.0000e+00	0.0000e+00
9.4400e+00	9.4300e+00	1.3906e+00	-6.1703e-02	1.0000e+00	0.0000e+00
9.6500e+00	9.4300e+00	1.2188e+00	-1.1088e-01	1.0000e+00	0.0000e+00
9.8600e+00	9.4300e+00	1.1552e+00	-1.2255e-01	1.0000e+00	0.0000e+00
1.0070e+01	9.4300e+00	1.0472e+00	-8.1415e-02	1.0000e+00	0.0000e+00
1.0280e+01	9.4300e+00	8.4967e-01	-7.3903e-02	1.0000e+00	0.0000e+00
1.0490e+01	9.4300e+00	9.8154e-01	-9.1811e-03	1.0000e+00	0.0000e+00
1.0700e+01	9.4300e+00	-1.0430e+00	-9.8747e-01	0.0000e+00	0.0000e+00
1.0910e+01	9.4300e+00	3.5921e+00	5.0603e-02	0.0000e+00	0.0000e+00
1.1120e+01	9.4300e+00	3.7173e+00	-3.9549e-02	0.0000e+00	0.0000e+00
1.1330e+01	9.4300e+00	3.7418e+00	1.9121e-02	0.0000e+00	0.0000e+00
1.1540e+01	9.4300e+00	3.6404e+00	6.8479e-03	0.0000e+00	0.0000e+00
1.1750e+01	9.4300e+00	3.5007e+00	-3.2249e-02	0.0000e+00	0.0000e+00
1.1960e+01	9.4300e+00	3.3209e+00	3.2863e-01	0.0000e+00	0.0000e+00
1.2170e+01	9.4300e+00	1.8818e+00	1.5707e+00	0.0000e+00	0.0000e+00
1.2380e+01	9.4300e+00	9.3929e-01	8.7658e-01	0.0000e+00	0.0000e+00
1.2590e+01	9.4300e+00	2.1757e+00	1.0258e-01	1.0000e+00	0.0000e+00
1.2800e+01	9.4300e+00	2.2612e+00	8.5109e-03	1.0000e+00	0.0000e+00
1.3010e+01	9.4300e+00	3.5868e+00	-6.8996e-01	0.0000e+00	0.0000e+00
1.3220e+01	9.4300e+00	3.4875e+00	-6.1764e-01	0.0000e+00	0.0000e+00
1.3430e+01	9.4300e+00	3.2292e+00	-4.0585e-01	0.0000e+00	0.0000e+00
1.3640e+01	9.4300e+00	3.4681e+00	-3.1667e-01	0.0000e+00	0.0000e+00
1.3850e+01	9.4300e+00	3.4158e+00	-4.0563e-01	0.0000e+00	0.0000e+00
1.4060e+01	9.4300e+00	3.5094e+00	-5.0589e-01	0.0000e+00	0.0000e+00
1.4270e+01	9.4300e+00	3.4474e+00	-6.6719e-01	0.0000e+00	0.0000e+00
1.4480e+01	9.4300e+00	3.3482e+00	-7.9487e-01	0.0000e+00	0.0000e+00
1.4690e+01	9.4300e+00	3.0372e+00	-6.7714e-01	1.0000e+00	0.0000e+00
1.4900e+01	9.4300e+00	3.0544e+00	-8.6417e-01	0.0000e+00	0.0000e+00
1.5110e+01	9.4300e+00	3.0978e+00	-8.2553e-01	0.0000e+00	0.0000e+00
1.5320e+01	9.4300e+00	2.9924e+00	-8.7588e-01	0.0000e+00	0.0000e+00
1.5530e+01	9.4300e+00	2.8698e+00	-8.3427e-01	1.0000e+00	0.0000e+00
1.5740e+01	9.4300e+00	2.6888e+00	-8.8132e-01	0.0000e+00	0.0000e+00
1.5950e+01	9.4300e+00	2.5165e+00	-7.8551e-01	0.0000e+00	0.0000e+00
2.0000e-01	9.2200e+00	2.7143e+00	-4.8857e-02	0.0000e+00	0.0000e+00
4.1000e-01	9.2200e+00	2.7673e+00	-1.5997e-02	0.0000e+00	0.0000e+00
6.2000e-01	9.2200e+00	2.7030e+00	5.1071e-02	0.0000e+00	0.0000e+00
8.3000e-01	9.2200e+00	2.6283e+00	1.6194e-02	1.0000e+00	0.0000e+00
1.0400e+00	9.2200e+00	2.5956e+00	4.4328e-02	0.0000e+00	0.0000e+00
1.2500e+00	9.2200e+00	2.6116e+00	4.1676e-02	0.0000e+00	0.0000e+00
1.4600e+00	9.2200e+00	2.5322e+00	4.9142e-02	0.0000e+00	0.0000e+00
1.6700e+00	9.2200e+00	2.5691e+00	9.1390e-02	0.0000e+00	0.0000e+00
1.8800e+00	9.2200e+00	2.6307e+00	1.3464e-01	0.0000e+00	0.0000e+00
2.0900e+00	9.2200e+00	2.5569e+00	1.7587e-01	0.0000e+00	0.0000e+00
2.3000e+00	9.2200e+00	1.8460e+00	-5.5113e-01	1.0000e+00	0.0000e+00
2.5100e+00	9.2200e+00	1.6952e+00	-8.2405e-01	1.0000e+00	0.0000e+00
2.7200e+00	9.2200e+00	1.7078e+00	-7.6634e-01	1.0000e+00	0.0000e+00
2.9300e+00	9.2200e+00	1.7021e+00	-7.1794e-01	1.0000e+00	0.0000e+00
3.1400e+00	9.2200e+00	1.8530e+00	-5.1604e-01	1.0000e+00	0.0000e+00
3.3500e+00	9.2200e+00	2.6085e+00	4.8800e-01	0.0000e+00	0.0000e+00
3.5600e+00	9.2200e+00	2.6500e+00	5.0750e-01	0.0000e+00	0.0000e+00
3.7700e+00	9.2200e+00	2.3742e+00	-1.2510e-01	1.0000e+00	0.0000e+00
3.9800e+00	9.2200e+00	2.5686e+00	1.9356e-01	1.0000e+00	0.0000e+00
4.1900e+00	9.2200e+00	2.8664e+00	5.1719e-01	0.0000e+00	0.0000e+00
4.4000e+00	9.2200e+00	2.9111e+00	5.1627e-01	0.0000e+00	0.0000e+00
4.6100e+00	9.2200e+00	2.7485e+00	2.1121e-01	1.0000e+00	0.0000e+00
4.8200e+00	9.2200e+00	2.9852e+00	5.6006e-01	0.0000e+00	0.0000e+00
5.0300e+00	9.2200e+00	3.0032e+00	5.4948e-01	0.0000e+00	0.0000e+00
5.2400e+00	9.2200e+00	3.0005e+00	5.7387e-01	0.0000e+00	0.0000e+00
5.4500e+00	9.2200e+00	2.9903e+00	5.6154e-01	0.0000e+00	0.0000e+00
5.6600e+00	9.2200e+00	3.0517e+00	5.4511e-01	0.0000e+00	0.0000e+00
5.8700e+00	9.2200e+00	3.0483e+00	5.7365e-01	0.0000e+00	0.0000e+00
6.0800e+00	9.2200e+00	3.0619e+00	5.5150e-01	0.0000e+00	0.0000e+00
6.2900e+00	9.2200e+00	3.1268e+00	5.9553e-01	0.0000e+00	0.0000e+00
6.5000e+00	9.2200e+00	2.2457e+00	5.4185e-02	1.0000e+00	0.0000e+00
6.7100e+00	9.2200e+00	1.4915e+00	1.0127e+00	0.0000e+00	0.0000e+00
6.9200e+00	9.2200e+00	2.1508e+00	7.8530e-02	1.0000e+00	0.0000e+00
7.1300e+00	9.2200e+00	2.0285e+00	5.3969e-02	1.0000e+00	0.0000e+00
7.3400e+00	9.2200e+00	2.0048e+00	9.2209e-02	1.0000e+00	0.0000e+00
7.5500e+00	9.2200e+00	2.0920e+00	3.2463e-01	1.0000e+00	0.0000e+00
7.7600e+00	9.2200e+00	1.9002e+00	3.6285e-01	1.0000e+00	0.0000e+00
7.9700e+00	9.2200e+00	1.7655e+00	4.1742e-01	1.0000e+00	0.0000e+00
8.1800e+00	9.2200e+00	1.6673e+00	4.2507e-01	1.0000e+00	0.0000e+00
8.3900e+00	9.2200e+00	1.3974e+00	3.2214e-01	1.0000e+00	0.0000e+00
8.6000e+00	9.2200e+00	1.2054e+00	2.4038e-01	1.0000e+00	0.0000e+00
8.8100e+00	9.2200e+00	1.1311e+00	1.6247e-01	1.0000e+00	0.0000e+00
9.0200e+00	9.2200e+00	7.3745e-01	-5.1126e-02	1.0000e+00	0.0000e+00
9.2300e+00	9.2200e+00	7.3780e-01	-8.8390e-02	1.0000e+00	0.0000e+00
9.4400e+00	9.2200e+00	6.4153e-01	-1.3372e-01	1.0000e+00	0.0000e+00
9.6500e+00	9.2200e+00	5.5215e-01	-1.8777e-01	1.0000e+00	0.0000e+00
9.8600e+00	9.2200e+00	5.7353e-01	-1.6829e-01	1.0000e+00	0.0000e+00
1.0070e+01	9.2200e+00	-9.0337e-01	7.3159e-02	0.0000e+00	0.0000e+00
1.0280e+01	9.2200e+00	3.0256e-01	-1.0153e-01	1.0000e+00	0.0000e+00
1.0490e+01	9.2200e+00	4.8519e-01	-9.7373e-02	1.0000e+00	0.0000e+00
1.0700e+01	9.2200e+00	5.5911e-01	-6.9371e-02	1.0000e+00	0.0000e+00
1.0910e+01	9.2200e+00	6.9315e-01	-3.2386e-02	1.0000e+00	0.0000e+00
1.1120e+01	9.2200e+00	3.6865e+00	-4.1365e-02	0.0000e+00	0.0000e+00
1.1330e+01	9.2200e+00	9.4277e-01	1.4194e-01	1.0000e+00	0.0000e+00
1.1540e+01	9.2200e+00	1.1791e+00	3.0888e-01	1.0000e+00	0.0000e+00
1.1750e+01	9.2200e+00	1.3105e+00	3.7900e-01	1.0000e+00	0.0000e+00
1.1960e+01	9.2200e+00	8.0848e-01	4.4049e-01	0.0000e+00	0.0000e+00
1.2170e+01	9.2200e+00	1.5665e+00	1.4675e+00	0.0000e+00	0.0000e+00
1.2380e+01	9.2200e+00	1.5430e+00	2.8583e-01	1.0000e+00	0.0000e+00
1.2590e+01	9.2200e+00	1.6232e+00	2.0493e-01	1.0000e+00	0.0000e+00
1.2800e+01	9.2200e+00	1.7327e+00	1.0042e-01	1.0000e+00	0.0000e+00
1.3010e+01	9.2200e+00	3.4702e+00	-7.3423e-01	0.0000e+00	0.0000e+00
1.3220e+01	9.2200e+00	3.3028e+00	-6.3966e-01	0.0000e+00	0.0000e+00
1.3430e+01	9.2200e+00	2.9772e+00	-4.4534e-01	0.0000e+00	0.0000e+00
1.3640e+01	9.2200e+00	2.6357e+00	-4.1278e-01	0.0000e+00	0.0000e+00
1.3850e+01	9.2200e+00	1.9528e+00	1.6661e-01	0.0000e+00	0.0000e+00
1.4060e+01	9.2200e+00	3.7417e+00	-4.6781e-01	0.0000e+00	0.0000e+00
