TITLE = "B00085"
VARIABLES = "x", "y", "Vx", "Vy", "isValid"
ZONE T="Frame 0", I=51, J=39, F=POINT
-21.5152961016 42.7927943468 0 -0 0
-17.7114881277 42.7927943468 0 -0 0
-13.9076801538 42.7927943468 0 -0 0
-10.10387218 42.7927943468 0 -0 0
-6.3000642061 42.7927943468 0 -0 0
-2.4962562323 42.7927943468 0 -0 0
1.3075517416 42.7927943468 0 -0 0
5.1113597155 42.7927943468 0 -0 0
8.9151676893 42.7927943468 0 -0 0
12.7189756632 42.7927943468 0 -0 0
16.522783637 42.7927943468 0 -0 0
20.3265916109 42.7927943468 0 -0 0
24.1303995848 42.7927943468 0 -0 0
27.9342075586 42.7927943468 0 -0 0
31.7380155325 42.7927943468 0 -0 0
35.5418235064 42.7927943468 0 -0 0
39.3456314802 42.7927943468 0 -0 0
43.1494394541 42.7927943468 0 -0 0
46.9532474279 42.7927943468 0 -0 0
50.7570554018 42.7927943468 0 -0 0
54.5608633757 42.7927943468 0 -0 0
58.3646713495 42.7927943468 0 -0 0
62.1684793234 42.7927943468 0 -0 0
65.9722872972 42.7927943468 0 -0 0
69.7760952711 42.7927943468 0 -0 0
73.579903245 42.7927943468 0 -0 0
77.3837112188 42.7927943468 0 -0 0
81.1875191927 42.7927943468 0 -0 0
84.9913271666 42.7927943468 0 -0 0
88.7951351404 42.7927943468 0 -0 0
92.5989431143 42.7927943468 0 -0 0
96.4027510881 42.7927943468 0 -0 0
100.206559062 42.7927943468 0 -0 0
104.0103670359 42.7927943468 0 -0 0
107.8141750097 42.7927943468 0 -0 0
111.6179829836 42.7927943468 0 -0 0
115.4217909575 42.7927943468 0 -0 0
119.2255989313 42.7927943468 0 -0 0
123.0294069052 42.7927943468 0 -0 0
126.833214879 42.7927943468 0 -0 0
130.6370228529 42.7927943468 0 -0 0
134.4408308268 42.7927943468 0 -0 0
138.2446388006 42.7927943468 0 -0 0
142.0484467745 42.7927943468 0 -0 0
145.8522547483 42.7927943468 0 -0 0
149.6560627222 42.7927943468 0 -0 0
153.4598706961 42.7927943468 0 -0 0
157.2636786699 42.7927943468 0 -0 0
161.0674866438 42.7927943468 0 -0 0
164.8712946177 42.7927943468 0 -0 0
168.6751025915 42.7927943468 0 -0 0
-21.5152961016 38.9889863729 0 -0 0
-17.7114881277 38.9889863729 9.3421026114 0.1394354335 1
-13.9076801538 38.9889863729 9.3842546931 0.2979498707 1
-10.10387218 38.9889863729 9.333648591 0.309711581 1
-6.3000642061 38.9889863729 0 -0 0
-2.4962562323 38.9889863729 0 -0 0
1.3075517416 38.9889863729 0 -0 0
5.1113597155 38.9889863729 0 -0 0
8.9151676893 38.9889863729 0 -0 0
12.7189756632 38.9889863729 0 -0 0
16.522783637 38.9889863729 0 -0 0
20.3265916109 38.9889863729 9.5371600336 0.7989825818 1
24.1303995848 38.9889863729 9.4093496547 0.868478233 1
27.9342075586 38.9889863729 9.5064062823 0.9036888246 1
31.7380155325 38.9889863729 9.5981954526 0.8637977742 1
35.5418235064 38.9889863729 9.6313841606 0.8971976774 1
39.3456314802 38.9889863729 9.7219123712 0.8902189176 1
43.1494394541 38.9889863729 9.9322690236 0.9000332838 1
46.9532474279 38.9889863729 10.0775961827 0.8096976335 1
50.7570554018 38.9889863729 10.0423576388 0.775940562 1
54.5608633757 38.9889863729 10.1993378047 0.8361187769 1
58.3646713495 38.9889863729 10.3455159563 0.8730251419 1
62.1684793234 38.9889863729 10.3660826439 0.9069002343 1
65.9722872972 38.9889863729 10.3874382078 0.8080111776 1
69.7760952711 38.9889863729 10.543853116 0.6697155771 1
73.579903245 38.9889863729 10.5166399905 0.6643145699 1
77.3837112188 38.9889863729 10.6649735756 1.0159142385 1
81.1875191927 38.9889863729 10.830277318 1.0298779696 1
84.9913271666 38.9889863729 10.9035185785 0.8044550227 1
88.7951351404 38.9889863729 10.7138279997 0.6857602023 1
92.5989431143 38.9889863729 0 -0 0
96.4027510881 38.9889863729 0 -0 0
100.206559062 38.9889863729 0 -0 0
104.0103670359 38.9889863729 10.7965357755 0.4429975066 1
107.8141750097 38.9889863729 10.8885175062 0.4580793301 1
111.6179829836 38.9889863729 10.8832748954 0.2762681965 1
115.4217909575 38.9889863729 10.8426260268 0.2560276191 1
119.2255989313 38.9889863729 10.899692218 0.1749224424 1
123.0294069052 38.9889863729 10.8709137633 0.0170509083 1
126.833214879 38.9889863729 10.8850141501 -0.0904971525 1
130.6370228529 38.9889863729 10.9095687005 -0.1749503947 1
134.4408308268 38.9889863729 10.9587585523 -0.2154657133 1
138.2446388006 38.9889863729 10.9169170519 -0.3459719371 1
142.0484467745 38.9889863729 10.8550430635 -0.3605754655 1
145.8522547483 38.9889863729 10.7949642346 -0.3796171994 1
149.6560627222 38.9889863729 10.8639381093 -0.3697779867 1
153.4598706961 38.9889863729 10.7079331684 -0.4526317357 1
157.2636786699 38.9889863729 10.633449583 -0.3454377374 1
161.0674866438 38.9889863729 9.8954775737 -0.8273293287 1
164.8712946177 38.9889863729 9.8668419863 -0.8920016538 1
168.6751025915 38.9889863729 0 -0 0
-21.5152961016 35.1851783991 0 -0 0
-17.7114881277 35.1851783991 9.1929677268 0.1747888925 1
-13.9076801538 35.1851783991 9.3192314113 0.335576784 1
-10.10387218 35.1851783991 9.2492823115 0.388928424 1
-6.3000642061 35.1851783991 0 -0 0
-2.4962562323 35.1851783991 0 -0 0
1.3075517416 35.1851783991 0 -0 0
5.1113597155 35.1851783991 0 -0 0
8.9151676893 35.1851783991 0 -0 0
12.7189756632 35.1851783991 0 -0 0
16.522783637 35.1851783991 0 -0 0
20.3265916109 35.1851783991 9.2907759609 0.8055669035 1
24.1303995848 35.1851783991 9.3339156908 0.8653289396 1
27.9342075586 35.1851783991 9.5132452805 0.8824761281 1
31.7380155325 35.1851783991 9.6693371842 0.9223454378 1
35.5418235064 35.1851783991 9.7058925925 0.9691500259 1
39.3456314802 35.1851783991 9.7474856279 0.9931579533 1
43.1494394541 35.1851783991 9.9022544557 0.9597332037 1
46.9532474279 35.1851783991 10.0229960062 0.8784975828 1
50.7570554018 35.1851783991 10.1098655702 0.9040987918 1
54.5608633757 35.1851783991 10.2494221304 0.9707712598 1
58.3646713495 35.1851783991 10.2972205784 0.9939281947 1
62.1684793234 35.1851783991 10.3529264239 0.9759300137 1
65.9722872972 35.1851783991 10.3830528011 0.8972877459 1
69.7760952711 35.1851783991 10.5126707626 0.7543085808 1
73.579903245 35.1851783991 10.6054413696 0.6939098532 1
77.3837112188 35.1851783991 10.7539861499 0.9283303377 1
81.1875191927 35.1851783991 10.8465455617 0.9267184212 1
84.9913271666 35.1851783991 10.8482164886 0.8411470867 1
88.7951351404 35.1851783991 10.7091568583 0.7573025837 1
92.5989431143 35.1851783991 0 -0 0
96.4027510881 35.1851783991 0 -0 0
